timestamp,appliance,vrms,irms,power_watts,power_factor,fault_status
2026-07-29 00:02:40,Iron Box,231.21,4.282,989.92,1.0,Healthy
2026-07-29 00:02:40,1.5 Ton AC,229.29,8.009,1560.95,0.85,Healthy
2026-07-29 00:03:40,Iron Box,229.4,4.372,1002.93,1.0,Healthy
2026-07-29 00:04:40,EV Charger,230.29,14.485,3302.35,0.99,Healthy
2026-07-29 00:04:40,Iron Box,233.65,4.295,1003.44,1.0,Healthy
2026-07-29 00:04:40,Microwave Oven,231.35,5.52,1213.26,0.95,Healthy
2026-07-29 00:05:40,Refrigerator,230.22,1.487,291.03,0.85,Healthy
2026-07-29 00:05:40,Mixer Grinder,230.68,4.037,698.45,0.75,Healthy
2026-07-29 00:05:40,LED TV,230.89,0.434,98.1,0.98,Healthy
2026-07-29 00:06:40,LED TV,232.4,0.445,101.25,0.98,Healthy
2026-07-29 00:06:40,EV Charger,230.15,14.43,3287.95,0.99,Healthy
2026-07-29 00:07:40,1.5 Ton AC,231.1,7.269,1427.9,0.85,Healthy
2026-07-29 00:07:40,Iron Box,223.16,4.464,996.12,1.0,Healthy
2026-07-29 00:07:40,Mixer Grinder,229.69,3.977,685.03,0.75,Healthy
2026-07-29 00:08:40,Washing Machine,230.17,2.71,499.07,0.8,Healthy
2026-07-29 00:08:40,LED TV,227.53,0.445,99.13,0.98,Healthy
2026-07-29 00:08:40,Water Pump,229.21,4.041,648.42,0.7,Healthy
2026-07-29 00:09:40,Mixer Grinder,225.51,4.968,840.26,0.75,Healthy
2026-07-29 00:10:40,Gaming PC,231.62,2.021,463.33,0.99,Healthy
2026-07-29 00:10:40,LED TV,227.55,0.44,98.13,0.98,Healthy
2026-07-29 00:10:40,Refrigerator,232.5,1.269,250.7,0.85,Healthy
2026-07-29 00:11:40,Iron Box,234.2,4.287,1004.02,1.0,Healthy
2026-07-29 00:11:40,Water Pump,229.39,4.399,706.31,0.7,Healthy
2026-07-29 00:11:40,EV Charger,228.43,14.612,3304.48,0.99,Healthy
2026-07-29 00:12:40,Microwave Oven,228.41,5.658,1227.78,0.95,Healthy
2026-07-29 00:13:40,Microwave Oven,231.54,5.574,1226.16,0.95,Healthy
2026-07-29 00:14:40,Ceiling Fan,234.0,0.344,76.53,0.95,Healthy
2026-07-29 00:15:40,Mixer Grinder,232.19,4.76,828.89,0.75,Healthy
2026-07-29 00:15:40,Gaming PC,228.27,2.142,484.06,0.99,Healthy
2026-07-29 00:16:40,Mixer Grinder,233.13,4.581,800.88,0.75,Healthy
2026-07-29 00:17:40,Washing Machine,227.85,2.823,514.51,0.8,Healthy
2026-07-29 00:17:40,Refrigerator,231.37,1.268,249.31,0.85,Healthy
2026-07-29 00:18:40,EV Charger,232.06,14.363,3299.68,0.99,Healthy
2026-07-29 00:18:40,LED TV,232.66,0.444,101.34,0.98,Healthy
2026-07-29 00:18:40,Washing Machine,232.46,2.73,507.68,0.8,Healthy
2026-07-29 00:19:40,EV Charger,228.14,14.62,3302.1,0.99,Healthy
2026-07-29 00:19:40,Mixer Grinder,229.61,4.518,778.0,0.75,Healthy
2026-07-29 00:20:40,1.5 Ton AC,227.9,8.175,1583.66,0.85,Healthy
2026-07-29 00:21:40,Mixer Grinder,231.58,3.951,686.31,0.75,Healthy
2026-07-29 00:21:40,Ceiling Fan,231.02,0.349,76.58,0.95,Healthy
2026-07-29 00:22:40,Water Pump,234.95,4.22,694.0,0.7,Healthy
2026-07-29 00:22:40,Gaming PC,227.17,2.041,459.1,0.99,Healthy
2026-07-29 00:23:40,Ceiling Fan,232.52,0.337,74.48,0.95,Healthy
2026-07-29 00:23:40,LED TV,230.71,0.449,101.42,0.98,Healthy
2026-07-29 00:24:40,Ceiling Fan,225.04,0.358,76.56,0.95,Healthy
2026-07-29 00:24:40,1.5 Ton AC,228.88,8.514,1656.36,0.85,Healthy
2026-07-29 00:25:40,Refrigerator,230.88,1.301,255.33,0.85,Healthy
2026-07-29 00:25:40,1.5 Ton AC,231.11,7.931,1558.04,0.85,Healthy
2026-07-29 00:25:40,Mixer Grinder,231.26,4.324,749.99,0.75,Healthy
2026-07-29 00:26:40,Water Pump,233.77,4.576,748.81,0.7,Healthy
2026-07-29 00:26:40,Iron Box,232.54,4.302,1000.5,1.0,Healthy
2026-07-29 00:26:40,Hair Dryer,229.59,7.829,1797.42,1.0,Healthy
2026-07-29 00:27:40,Water Heater,228.04,8.779,2001.91,1.0,Healthy
2026-07-29 00:27:40,Hair Dryer,230.45,7.846,1808.19,1.0,Healthy
2026-07-29 00:27:40,1.5 Ton AC,228.28,7.695,1493.11,0.85,Healthy
2026-07-29 00:28:40,Gaming PC,229.33,1.941,440.67,0.99,Healthy
2026-07-29 00:29:40,Gaming PC,228.42,2.14,483.94,0.99,Healthy
2026-07-29 00:30:40,Refrigerator,227.61,1.235,238.86,0.85,Healthy
2026-07-29 00:31:40,Mixer Grinder,227.63,4.142,707.19,0.75,Healthy
2026-07-29 00:31:40,Gaming PC,228.35,2.048,462.99,0.99,Healthy
2026-07-29 00:31:40,Hair Dryer,228.95,7.875,1803.06,1.0,Healthy
2026-07-29 00:32:40,Washing Machine,228.6,2.573,470.63,0.8,Healthy
2026-07-29 00:32:40,Microwave Oven,227.98,5.498,1190.85,0.95,Healthy
2026-07-29 00:32:40,Gaming PC,231.7,2.029,465.33,0.99,Healthy
2026-07-29 00:33:40,Mixer Grinder,231.6,3.664,636.5,0.75,Healthy
2026-07-29 00:34:40,Microwave Oven,228.14,5.445,1180.14,0.95,Healthy
2026-07-29 00:35:40,Water Pump,230.05,4.568,735.67,0.7,Healthy
2026-07-29 00:36:40,LED TV,229.74,0.441,99.35,0.98,Healthy
2026-07-29 00:36:40,Water Heater,231.2,8.681,2007.08,1.0,Healthy
2026-07-29 00:37:40,Microwave Oven,228.28,5.609,1216.32,0.95,Healthy
2026-07-29 00:37:40,1.5 Ton AC,229.74,7.523,1469.08,0.85,Healthy
2026-07-29 00:38:40,Gaming PC,229.19,2.098,476.04,0.99,Healthy
2026-07-29 00:38:40,Water Heater,231.65,8.662,2006.49,1.0,Healthy
2026-07-29 00:38:40,Microwave Oven,230.8,5.516,1209.41,0.95,Healthy
2026-07-29 00:39:40,Iron Box,227.09,4.365,991.26,1.0,Healthy
2026-07-29 00:39:40,Mixer Grinder,229.21,5.081,873.37,0.75,Healthy
2026-07-29 00:39:40,1.5 Ton AC,232.89,6.856,1357.18,0.85,Healthy
2026-07-29 00:40:40,Hair Dryer,230.96,7.738,1787.27,1.0,Healthy
2026-07-29 00:41:40,EV Charger,231.68,14.397,3302.27,0.99,Healthy
2026-07-29 00:41:40,Ceiling Fan,229.6,0.351,76.58,0.95,Healthy
2026-07-29 00:41:40,Water Heater,232.88,8.612,2005.66,1.0,Healthy
2026-07-29 00:42:40,LED TV,230.17,0.441,99.55,0.98,Healthy
2026-07-29 00:42:40,Water Pump,229.81,4.691,754.56,0.7,Healthy
2026-07-29 00:43:40,Washing Machine,228.93,2.534,464.08,0.8,Healthy
2026-07-29 00:44:40,Refrigerator,231.4,1.192,234.35,0.85,Healthy
2026-07-29 00:44:40,Microwave Oven,232.26,5.503,1214.24,0.95,Healthy
2026-07-29 00:44:40,Gaming PC,225.33,2.135,476.32,0.99,Healthy
2026-07-29 00:45:40,EV Charger,228.51,14.584,3299.28,0.99,Healthy
2026-07-29 00:45:40,Microwave Oven,228.96,5.625,1223.43,0.95,Healthy
2026-07-29 00:46:40,1.5 Ton AC,227.63,6.802,1316.03,0.85,Healthy
2026-07-29 00:47:40,Washing Machine,228.08,2.696,491.95,0.8,Healthy
2026-07-29 00:48:40,1.5 Ton AC,227.85,7.489,1450.45,0.85,Healthy
2026-07-29 00:48:40,EV Charger,228.0,14.605,3296.61,0.99,Healthy
2026-07-29 00:49:40,Water Pump,230.59,3.848,621.11,0.7,Healthy
2026-07-29 00:49:40,Microwave Oven,229.98,5.365,1172.19,0.95,Healthy
2026-07-29 00:49:40,Ceiling Fan,226.48,0.35,75.3,0.95,Healthy
2026-07-29 00:50:40,Refrigerator,230.9,1.315,258.11,0.85,Healthy
2026-07-29 00:51:40,EV Charger,231.99,14.363,3298.78,0.99,Healthy
2026-07-29 00:52:40,Iron Box,231.71,4.333,1003.87,1.0,Healthy
2026-07-29 00:52:40,Gaming PC,228.81,1.985,449.75,0.99,Healthy
2026-07-29 00:52:40,LED TV,227.27,0.451,100.45,0.98,Healthy
2026-07-29 00:53:40,Washing Machine,227.33,2.909,529.09,0.8,Healthy
2026-07-29 00:53:40,Microwave Oven,229.46,5.447,1187.32,0.95,Healthy
2026-07-29 00:53:40,Gaming PC,232.35,2.078,477.96,0.99,Healthy
2026-07-29 00:54:40,Hair Dryer,231.36,7.856,1817.5,1.0,Healthy
2026-07-29 00:55:40,Water Pump,228.71,5.729,917.13,0.7,Healthy
2026-07-29 00:55:40,Hair Dryer,229.84,7.863,1807.26,1.0,Healthy
2026-07-29 00:56:40,EV Charger,230.51,14.452,3298.03,0.99,Healthy
2026-07-29 00:56:40,Iron Box,231.2,4.362,1008.54,1.0,Healthy
2026-07-29 00:56:40,Gaming PC,229.61,2.23,506.95,0.99,Healthy
2026-07-29 00:57:40,1.5 Ton AC,229.46,9.41,1835.35,0.85,Healthy
2026-07-29 00:57:40,Gaming PC,229.48,2.096,476.21,0.99,Healthy
2026-07-29 00:58:40,1.5 Ton AC,231.2,7.815,1535.79,0.85,Healthy
2026-07-29 00:59:40,Water Pump,229.23,3.823,613.49,0.7,Healthy
2026-07-29 01:00:40,Washing Machine,225.35,2.475,446.23,0.8,Healthy
2026-07-29 01:00:40,Mixer Grinder,230.65,3.561,616.0,0.75,Healthy
2026-07-29 01:00:40,Iron Box,228.97,4.361,998.47,1.0,Healthy
2026-07-29 01:01:40,1.5 Ton AC,230.08,7.202,1408.45,0.85,Healthy
2026-07-29 01:02:40,Hair Dryer,227.65,7.916,1802.15,1.0,Healthy
2026-07-29 01:02:40,Washing Machine,232.49,2.879,535.49,0.8,Healthy
2026-07-29 01:03:40,Ceiling Fan,229.2,0.341,74.35,0.95,Healthy
2026-07-29 01:04:40,Ceiling Fan,227.66,0.335,72.46,0.95,Healthy
2026-07-29 01:04:40,Iron Box,232.74,4.282,996.53,1.0,Healthy
2026-07-29 01:04:40,Refrigerator,223.8,1.291,245.5,0.85,Healthy
2026-07-29 01:05:40,LED TV,230.24,0.437,98.59,0.98,Compressor Stall
2026-07-29 01:05:40,Refrigerator,232.79,1.298,256.94,0.85,Healthy
2026-07-29 01:06:40,Refrigerator,228.97,1.204,234.42,0.85,Healthy
2026-07-29 01:06:40,Iron Box,230.02,4.38,1007.61,1.0,Healthy
2026-07-29 01:07:40,Hair Dryer,231.37,7.764,1796.26,1.0,Healthy
2026-07-29 01:08:40,Washing Machine,224.75,2.616,470.33,0.8,Healthy
2026-07-29 01:09:40,Microwave Oven,227.43,5.498,1187.93,0.95,Healthy
2026-07-29 01:10:40,Gaming PC,229.84,1.94,441.4,0.99,Healthy
2026-07-29 01:10:40,EV Charger,231.82,14.431,3311.97,0.99,Healthy
2026-07-29 01:11:40,EV Charger,229.79,14.499,3298.52,0.99,Healthy
2026-07-29 01:12:40,Water Heater,226.95,8.795,1996.02,1.0,Healthy
2026-07-29 01:13:40,Microwave Oven,230.35,5.385,1178.3,0.95,Healthy
2026-07-29 01:13:40,Refrigerator,227.04,1.236,238.44,0.85,Healthy
2026-07-29 01:13:40,Water Heater,228.18,8.755,1997.71,1.0,Healthy
2026-07-29 01:14:40,Washing Machine,231.75,2.98,552.41,0.8,Healthy
2026-07-29 01:14:40,Mixer Grinder,229.5,4.053,697.69,0.75,Healthy
2026-07-29 01:14:40,Microwave Oven,232.73,5.307,1173.31,0.95,Healthy
2026-07-29 01:15:40,1.5 Ton AC,230.65,8.349,1636.89,0.85,Healthy
2026-07-29 01:16:40,1.5 Ton AC,228.22,8.748,1696.92,0.85,Healthy
2026-07-29 01:16:40,Washing Machine,230.38,2.158,397.77,0.8,Healthy
2026-07-29 01:16:40,Hair Dryer,232.33,7.682,1784.71,1.0,Healthy
2026-07-29 01:17:40,Hair Dryer,226.73,7.951,1802.67,1.0,Healthy
2026-07-29 01:18:40,Refrigerator,234.24,1.35,268.8,0.85,Healthy
2026-07-29 01:19:40,Water Heater,233.3,8.599,2006.24,1.0,Healthy
2026-07-29 01:20:40,Water Pump,231.44,4.934,799.43,0.7,Healthy
2026-07-29 01:21:40,Washing Machine,229.16,2.846,521.73,0.8,Healthy
2026-07-29 01:22:40,Iron Box,227.65,4.352,990.79,1.0,Healthy
2026-07-29 01:22:40,1.5 Ton AC,230.82,6.477,1270.79,0.85,Healthy
2026-07-29 01:23:40,Water Heater,234.49,8.542,2002.95,1.0,Healthy
2026-07-29 01:23:40,Mixer Grinder,230.05,4.752,819.98,0.75,Healthy
2026-07-29 01:24:40,Water Pump,228.03,5.893,940.61,0.7,Healthy
2026-07-29 01:24:40,EV Charger,232.44,14.349,3301.93,0.99,Healthy
2026-07-29 01:24:40,Gaming PC,231.47,2.274,521.17,0.99,Healthy
2026-07-29 01:25:40,EV Charger,233.9,14.26,3302.08,0.99,Healthy
2026-07-29 01:25:40,Hair Dryer,228.34,7.707,1759.76,1.0,Healthy
2026-07-29 01:25:40,LED TV,233.44,0.443,101.28,0.98,Healthy
2026-07-29 01:26:40,Water Heater,231.59,8.603,1992.4,1.0,Healthy
2026-07-29 01:26:40,Washing Machine,231.75,2.607,483.36,0.8,Healthy
2026-07-29 01:26:40,Refrigerator,229.8,1.189,232.16,0.85,Healthy
2026-07-29 01:27:40,Mixer Grinder,229.02,4.336,744.73,0.75,Healthy
2026-07-29 01:28:40,EV Charger,227.77,14.601,3292.46,0.99,Healthy
2026-07-29 01:29:40,Hair Dryer,228.65,7.887,1803.26,1.0,Healthy
2026-07-29 01:30:40,Mixer Grinder,229.97,3.235,557.99,0.75,Healthy
2026-07-29 01:30:40,Refrigerator,229.65,1.091,212.91,0.85,Healthy
2026-07-29 01:30:40,Ceiling Fan,227.84,0.357,77.37,0.95,Healthy
2026-07-29 01:31:40,Iron Box,229.77,4.356,1000.78,1.0,Healthy
2026-07-29 01:31:40,Water Pump,227.06,4.341,690.01,0.7,Healthy
2026-07-29 01:32:40,1.5 Ton AC,227.77,7.565,1464.55,0.85,Healthy
2026-07-29 01:32:40,Water Pump,230.1,4.829,777.84,0.7,Healthy
2026-07-29 01:33:40,Washing Machine,231.28,2.302,425.93,0.8,Healthy
2026-07-29 01:33:40,Water Heater,231.38,8.646,2000.53,1.0,Healthy
2026-07-29 01:33:40,Refrigerator,226.98,1.351,260.66,0.85,Healthy
2026-07-29 01:34:40,1.5 Ton AC,227.91,7.854,1521.56,0.85,Healthy
2026-07-29 01:35:40,Water Pump,231.48,4.244,687.63,0.7,Healthy
2026-07-29 01:35:40,EV Charger,230.06,14.491,3300.41,0.99,Healthy
2026-07-29 01:36:40,Water Pump,230.34,4.134,666.56,0.7,Healthy
2026-07-29 01:36:40,Washing Machine,231.01,2.908,537.35,0.8,Healthy
2026-07-29 01:36:40,Microwave Oven,229.42,5.562,1212.17,0.95,Healthy
2026-07-29 01:37:40,Microwave Oven,231.57,5.425,1193.5,0.95,Healthy
2026-07-29 01:38:40,Refrigerator,228.69,1.35,262.5,0.85,Healthy
2026-07-29 01:38:40,LED TV,229.98,0.448,100.93,0.98,Healthy
2026-07-29 01:38:40,Hair Dryer,228.71,7.859,1797.38,1.0,Healthy
2026-07-29 01:39:40,Iron Box,230.49,4.311,993.73,1.0,Healthy
2026-07-29 01:39:40,LED TV,232.43,0.443,100.8,0.98,Healthy
2026-07-29 01:39:40,Water Pump,227.26,4.405,700.83,0.7,Healthy
2026-07-29 01:40:40,LED TV,226.32,0.45,99.8,0.98,Healthy
2026-07-29 01:40:40,Iron Box,232.05,4.325,1003.57,1.0,Healthy
2026-07-29 01:41:40,Washing Machine,227.16,2.965,538.89,0.8,Healthy
2026-07-29 01:41:40,Ceiling Fan,231.09,0.344,75.49,0.95,Healthy
2026-07-29 01:41:40,1.5 Ton AC,234.9,6.893,1376.4,0.85,Healthy
2026-07-29 01:42:40,Gaming PC,230.83,1.981,452.63,0.99,Healthy
2026-07-29 01:42:40,Microwave Oven,229.48,5.487,1196.23,0.95,Healthy
2026-07-29 01:42:40,Refrigerator,232.78,1.275,252.34,0.85,Healthy
2026-07-29 01:43:40,Gaming PC,231.54,2.053,470.64,0.99,Healthy
2026-07-29 01:43:40,Microwave Oven,230.37,5.464,1195.9,0.95,Healthy
2026-07-29 01:43:40,EV Charger,231.1,14.43,3301.36,0.99,Healthy
2026-07-29 01:44:40,Microwave Oven,230.36,5.468,1196.66,0.95,Healthy
2026-07-29 01:44:40,EV Charger,231.34,14.418,3302.04,0.99,Healthy
2026-07-29 01:44:40,Iron Box,225.73,4.422,998.23,1.0,Healthy
2026-07-29 01:45:40,Hair Dryer,231.99,7.739,1795.38,1.0,Healthy
2026-07-29 01:46:40,Iron Box,229.36,4.323,991.59,1.0,Healthy
2026-07-29 01:47:40,Ceiling Fan,232.29,0.34,75.13,0.95,Healthy
2026-07-29 01:47:40,Mixer Grinder,233.56,3.354,587.49,0.75,Healthy
2026-07-29 01:47:40,Hair Dryer,234.46,7.713,1808.46,1.0,Healthy
2026-07-29 01:48:40,Hair Dryer,230.34,7.852,1808.61,1.0,Healthy
2026-07-29 01:48:40,LED TV,227.07,0.449,99.88,0.98,Healthy
2026-07-29 01:49:40,Water Heater,228.71,8.743,1999.65,1.0,Healthy
2026-07-29 01:49:40,LED TV,230.49,0.444,100.34,0.98,Healthy
2026-07-29 01:49:40,Hair Dryer,228.85,7.829,1791.64,1.0,Healthy
2026-07-29 01:50:40,Hair Dryer,230.47,7.867,1813.24,1.0,Healthy
2026-07-29 01:50:40,Water Pump,231.35,5.232,847.23,0.7,Healthy
2026-07-29 01:51:40,Ceiling Fan,230.29,0.329,72.02,0.95,Healthy
2026-07-29 01:52:40,Gaming PC,225.89,2.014,450.42,0.99,Healthy
2026-07-29 01:52:40,LED TV,229.11,0.444,99.61,0.98,Healthy
2026-07-29 01:52:40,Refrigerator,228.69,1.338,260.18,0.85,Healthy
2026-07-29 01:53:40,EV Charger,232.09,14.366,3300.91,0.99,Healthy
2026-07-29 01:53:40,Water Pump,232.31,5.444,885.24,0.7,Healthy
2026-07-29 01:53:40,1.5 Ton AC,229.08,8.245,1605.43,0.85,Healthy
2026-07-29 01:54:40,Refrigerator,228.17,1.173,227.54,0.85,Healthy
2026-07-29 01:54:40,Washing Machine,228.06,2.561,467.26,0.8,Healthy
2026-07-29 01:55:40,Ceiling Fan,230.97,0.368,80.83,0.95,Healthy
2026-07-29 01:55:40,LED TV,230.75,0.435,98.46,0.98,Healthy
2026-07-29 01:55:40,1.5 Ton AC,229.73,7.876,1537.94,0.85,Healthy
2026-07-29 01:56:40,Refrigerator,232.33,1.26,248.88,0.85,Healthy
2026-07-29 01:57:40,Gaming PC,233.31,1.774,409.64,0.99,Healthy
2026-07-29 01:57:40,Ceiling Fan,230.88,0.363,79.7,0.95,Healthy
2026-07-29 01:58:40,Iron Box,230.39,4.353,1003.01,1.0,Healthy
2026-07-29 01:58:40,Water Heater,228.13,8.774,2001.53,1.0,Healthy
2026-07-29 01:59:40,Washing Machine,228.85,2.85,521.7,0.8,Healthy
2026-07-29 01:59:40,Iron Box,229.39,4.368,1002.07,1.0,Healthy
2026-07-29 01:59:40,Refrigerator,229.7,1.193,232.95,0.85,Healthy
2026-07-29 02:00:40,1.5 Ton AC,231.67,7.34,1445.37,0.85,Healthy
2026-07-29 02:01:40,Microwave Oven,226.32,5.451,1172.09,0.95,Healthy
2026-07-29 02:02:40,Gaming PC,232.19,2.066,474.89,0.99,Healthy
2026-07-29 02:02:40,LED TV,231.82,0.436,99.13,0.98,Healthy
2026-07-29 02:02:40,Iron Box,232.09,4.296,997.09,1.0,Healthy
2026-07-29 02:03:40,1.5 Ton AC,232.17,8.026,1583.84,0.85,Healthy
2026-07-29 02:03:40,EV Charger,230.9,14.468,3307.18,0.99,Healthy
2026-07-29 02:03:40,Refrigerator,230.01,1.246,243.65,0.85,Healthy
2026-07-29 02:04:40,LED TV,228.69,0.442,99.01,0.98,Healthy
2026-07-29 02:05:40,Mixer Grinder,232.36,4.55,792.86,0.75,Healthy
2026-07-29 02:05:40,Microwave Oven,229.25,5.25,1143.45,0.95,Healthy
2026-07-29 02:06:40,Iron Box,227.21,4.365,991.87,1.0,Healthy
2026-07-29 02:06:40,Refrigerator,231.09,1.347,264.62,0.85,Healthy
2026-07-29 02:07:40,Refrigerator,228.42,1.228,238.42,0.85,Healthy
2026-07-29 02:08:40,EV Charger,229.29,14.554,3303.63,0.99,Healthy
2026-07-29 02:08:40,Iron Box,229.29,4.348,997.06,1.0,Healthy
2026-07-29 02:08:40,Water Pump,229.18,4.273,685.44,0.7,Healthy
2026-07-29 02:09:40,Gaming PC,231.84,2.16,495.86,0.99,Healthy
2026-07-29 02:09:40,Hair Dryer,231.74,7.778,1802.55,1.0,Healthy
2026-07-29 02:10:40,EV Charger,230.52,14.495,3308.01,0.99,Healthy
2026-07-29 02:10:40,Water Heater,228.54,8.756,2001.1,1.0,Healthy
2026-07-29 02:10:40,LED TV,226.93,0.449,99.76,0.98,Healthy
2026-07-29 02:11:40,Gaming PC,227.32,1.862,419.1,0.99,Healthy
2026-07-29 02:11:40,Iron Box,236.0,4.209,993.4,1.0,Healthy
2026-07-29 02:11:40,Microwave Oven,227.53,5.427,1173.07,0.95,Healthy
2026-07-29 02:12:40,1.5 Ton AC,230.06,7.281,1423.91,0.85,Healthy
2026-07-29 02:12:40,Water Pump,225.82,4.414,697.66,0.7,Healthy
2026-07-29 02:12:40,Iron Box,226.05,4.426,1000.58,1.0,Healthy
2026-07-29 02:13:40,EV Charger,228.37,14.589,3298.36,0.99,Healthy
2026-07-29 02:13:40,Water Heater,225.8,8.856,1999.59,1.0,Healthy
2026-07-29 02:14:40,Hair Dryer,228.16,7.939,1811.28,1.0,Overvoltage Sag
2026-07-29 02:15:40,Gaming PC,229.99,1.969,448.23,0.99,Healthy
2026-07-29 02:16:40,1.5 Ton AC,229.43,7.368,1436.87,0.85,Healthy
2026-07-29 02:17:40,EV Charger,231.77,14.381,3299.83,0.99,Healthy
2026-07-29 02:18:40,LED TV,227.13,0.449,100.04,0.98,Healthy
2026-07-29 02:18:40,Water Pump,227.99,5.387,859.75,0.7,Healthy
2026-07-29 02:19:40,Water Heater,230.31,8.732,2010.97,1.0,Healthy
2026-07-29 02:19:40,Mixer Grinder,227.2,3.876,660.48,0.75,Healthy
2026-07-29 02:19:40,Washing Machine,232.03,2.377,441.3,0.8,Healthy
2026-07-29 02:20:40,Water Pump,228.07,4.553,726.88,0.7,Healthy
2026-07-29 02:21:40,Hair Dryer,228.22,7.884,1799.22,1.0,Healthy
2026-07-29 02:21:40,Washing Machine,230.07,2.521,464.05,0.8,Healthy
2026-07-29 02:22:40,Mixer Grinder,232.04,4.773,830.59,0.75,Healthy
2026-07-29 02:23:40,Hair Dryer,227.14,7.872,1788.09,1.0,Healthy
2026-07-29 02:24:40,Mixer Grinder,226.66,5.304,901.73,0.75,Healthy
2026-07-29 02:24:40,Microwave Oven,231.44,5.562,1222.83,0.95,Healthy
2026-07-29 02:24:40,Hair Dryer,228.88,7.803,1786.07,1.0,Healthy
2026-07-29 02:25:40,EV Charger,226.39,14.696,3293.79,0.99,Healthy
2026-07-29 02:25:40,1.5 Ton AC,229.7,7.282,1421.75,0.85,Healthy
2026-07-29 02:26:40,Hair Dryer,234.85,7.569,1777.66,1.0,Healthy
2026-07-29 02:26:40,Iron Box,224.96,4.504,1013.31,1.0,Healthy
2026-07-29 02:26:40,Gaming PC,231.44,1.927,441.45,0.99,Healthy
2026-07-29 02:27:40,Refrigerator,231.11,1.314,258.09,0.85,Healthy
2026-07-29 02:27:40,LED TV,230.79,0.442,99.94,0.98,Healthy
2026-07-29 02:28:40,Water Pump,232.8,4.846,789.65,0.7,Healthy
2026-07-29 02:28:40,Gaming PC,231.99,2.101,482.52,0.99,Healthy
2026-07-29 02:29:40,Refrigerator,233.3,1.487,294.9,0.85,Healthy
2026-07-29 02:29:40,Microwave Oven,227.69,5.628,1217.27,0.95,Healthy
2026-07-29 02:29:40,Mixer Grinder,234.04,4.012,704.2,0.75,Healthy
2026-07-29 02:30:40,Water Heater,230.67,8.63,1990.6,1.0,Healthy
2026-07-29 02:31:40,1.5 Ton AC,229.49,8.642,1685.77,0.85,Healthy
2026-07-29 02:32:40,Hair Dryer,233.84,7.692,1798.64,1.0,Healthy
2026-07-29 02:33:40,LED TV,230.23,0.441,99.44,0.98,Healthy
2026-07-29 02:34:40,Microwave Oven,231.66,5.435,1196.02,0.95,Healthy
2026-07-29 02:34:40,Mixer Grinder,232.55,5.186,904.49,0.75,Healthy
2026-07-29 02:34:40,EV Charger,228.03,14.615,3299.36,0.99,Healthy
2026-07-29 02:35:40,Microwave Oven,226.39,5.598,1204.07,0.95,Healthy
2026-07-29 02:35:40,LED TV,234.52,0.43,98.83,0.98,Healthy
2026-07-29 02:35:40,Water Heater,232.13,8.606,1997.76,1.0,Healthy
2026-07-29 02:36:40,Iron Box,226.78,4.403,998.49,1.0,Healthy
2026-07-29 02:36:40,LED TV,229.59,0.436,98.18,0.98,Healthy
2026-07-29 02:36:40,Hair Dryer,230.36,7.782,1792.76,1.0,Healthy
2026-07-29 02:37:40,Hair Dryer,228.3,7.881,1799.24,1.0,Healthy
2026-07-29 02:37:40,LED TV,225.02,0.453,99.97,0.98,Healthy
2026-07-29 02:37:40,Refrigerator,230.5,1.223,239.56,0.85,Healthy
2026-07-29 02:38:40,Gaming PC,229.58,2.085,473.96,0.99,Healthy
2026-07-29 02:38:40,Iron Box,229.54,4.387,1006.97,1.0,Healthy
2026-07-29 02:39:40,LED TV,232.82,0.438,99.83,0.98,Healthy
2026-07-29 02:39:40,Washing Machine,233.61,2.84,530.85,0.8,Healthy
2026-07-29 02:39:40,EV Charger,232.07,14.342,3295.01,0.99,Healthy
2026-07-29 02:40:40,EV Charger,233.33,14.292,3301.34,0.99,Healthy
2026-07-29 02:41:40,Iron Box,230.5,4.376,1008.68,1.0,Healthy
2026-07-29 02:42:40,Gaming PC,228.02,2.256,509.37,0.99,Healthy
2026-07-29 02:42:40,Washing Machine,227.8,2.918,531.81,0.8,Healthy
2026-07-29 02:42:40,Ceiling Fan,230.03,0.329,71.97,0.95,Healthy
2026-07-29 02:43:40,EV Charger,233.45,14.275,3299.17,0.99,Healthy
2026-07-29 02:43:40,Gaming PC,224.88,2.051,456.56,0.99,Healthy
2026-07-29 02:44:40,Gaming PC,230.07,2.013,458.45,0.99,Healthy
2026-07-29 02:45:40,Gaming PC,227.69,1.776,400.38,0.99,Healthy
2026-07-29 02:45:40,EV Charger,230.57,14.437,3295.5,0.99,Healthy
2026-07-29 02:46:40,Iron Box,231.91,4.332,1004.58,1.0,Healthy
2026-07-29 02:46:40,1.5 Ton AC,233.68,8.192,1627.06,0.85,Healthy
2026-07-29 02:47:40,Hair Dryer,230.16,7.782,1791.21,1.0,Healthy
2026-07-29 02:47:40,Refrigerator,231.55,1.287,253.3,0.85,Healthy
2026-07-29 02:47:40,Iron Box,227.32,4.416,1003.8,1.0,Healthy
2026-07-29 02:48:40,Iron Box,232.38,4.265,991.14,1.0,Healthy
2026-07-29 02:48:40,Refrigerator,230.95,1.189,233.37,0.85,Healthy
2026-07-29 02:49:40,1.5 Ton AC,229.79,6.823,1332.6,0.85,Overvoltage Sag
2026-07-29 02:49:40,Refrigerator,228.21,1.317,255.39,0.85,Healthy
2026-07-29 02:50:40,Gaming PC,232.28,1.92,441.58,0.99,Healthy
